"gene","vglut2_clusters","galr1"
"Mob2",0.19308943089430894,0.2222222222222222
"Fig4",0.17682926829268292,0.3333333333333333
"Rrn3",0.20934959349593496,0.2222222222222222
"Fbxo38",0.2886178861788618,0.6666666666666666
"Rapgef1",0.5345528455284553,0.8888888888888888
"Baiap2",0.10975609756097561,0.3333333333333333
"Rap1a",0.32926829268292684,0.3333333333333333
"Plxnb2",0.15447154471544716,0.1111111111111111
"Plxnb3",0.032520325203252036,0.1111111111111111
"Nlgn1",0.9654471544715447,1
"Creb3l2",0.08333333333333333,0.1111111111111111
"Nrg1",0.806910569105691,0.8888888888888888
"Plk5",0.0508130081300813,0.1111111111111111
"Acsl6",0.44308943089430897,0.6666666666666666
"Washc5",0.18699186991869918,0.4444444444444444
"Ppp2r5b",0.17682926829268292,0.2222222222222222
"Camk1d",0.7540650406504065,0.7777777777777778
"Ndrg4",0.4817073170731707,0.5555555555555556
"Pla2g3",0.22764227642276422,0.3333333333333333
"Lrrc7",0.8313008130081301,0.8888888888888888
"Rgma",0.3048780487804878,0.5555555555555556
"Disc1",0.22154471544715448,0.5555555555555556
"Ankrd27",0.18699186991869918,0.2222222222222222
"Tox",0.6991869918699187,1
"Negr1",0.9349593495934959,1
"Ep300",0.42886178861788615,0.4444444444444444
"Trim67",0.23983739837398374,0.3333333333333333
"Scarf1",0.02032520325203252,0
"Dynlt1f",0.02032520325203252,0
"Dynlt1c",0.018292682926829267,0
"Alkal2",0.0040650406504065045,0
"Dynlt1a",0.13617886178861788,0
"Adcy6",0.16869918699186992,0.1111111111111111
"Rhoa",0.25203252032520324,0.7777777777777778
"B2m",0.012195121951219513,0
"Cd38",0.0040650406504065045,0
"Dab2",0.1016260162601626,0.2222222222222222
"Dync1i2",0.7134146341463414,1
"Nr2f1",0.2784552845528455,0.3333333333333333
"Gfap",0.056910569105691054,0
"Lpar1",0.03861788617886179,0
"H2-D1",0.1016260162601626,0.2222222222222222
"H2-K1",0.0020325203252032522,0
"Hdac2",0.2540650406504065,0.3333333333333333
"Hes1",0.07723577235772358,0
"Il15ra",0.024390243902439025,0.1111111111111111
"Inppl1",0.03861788617886179,0.1111111111111111
"Lgals1",0.016260162601626018,0
"Mag",0.036585365853658534,0
"Mdm2",0.17479674796747968,0.2222222222222222
"Pmp22",0.016260162601626018,0
"Prkcsh",0.1524390243902439,0.4444444444444444
"Pten",0.508130081300813,0.8888888888888888
"Ptprg",0.8211382113821138,0.8888888888888888
"Ptprs",0.7703252032520326,0.8888888888888888
"Dennd5a",0.4613821138211382,0.6666666666666666
"Snapin",0.09552845528455285,0.1111111111111111
"Spock1",0.6036585365853658,0.6666666666666666
"Tbx6",0.01016260162601626,0
"Tnr",0.49390243902439024,0.4444444444444444
"Vim",0.03048780487804878,0
"Map4k4",0.6951219512195121,0.8888888888888888
"Dguok",0.18089430894308944,0.3333333333333333
"Ptpn9",0.5,0.7777777777777778
"Itm2c",0.12804878048780488,0.3333333333333333
"Rtn4",0.6585365853658537,0.8888888888888888
"Bag5",0.026422764227642278,0.1111111111111111
"Kank1",0.2845528455284553,0.2222222222222222
"Cspg4",0.07723577235772358,0
"Minar1",0.08536585365853659,0.2222222222222222
"Zfp365",0.054878048780487805,0.1111111111111111
"Efemp1",0.052845528455284556,0
"Mylip",0.11991869918699187,0.1111111111111111
"Rab29",0.006097560975609756,0
"Paqr3",0.1951219512195122,0.3333333333333333
"Gak",0.3150406504065041,0.4444444444444444
"Ntm",0.9451219512195121,0.8888888888888888
"Neu4",0.024390243902439025,0
"Tsku",0.006097560975609756,0
"Prag1",0.13617886178861788,0.3333333333333333
"Rtn4rl2",0.02032520325203252,0.1111111111111111
"Thoc2",0.49390243902439024,0.7777777777777778
"Rap1gap2",0.47764227642276424,0.5555555555555556
