p_val,avg_log10FC,pct.1,pct.2,p_val_adj,cluster,gene
0.00534142422187746,0.1593265467076004,0.396,0.271,1,4,Tmem165
0.0053461692296483355,0.16337969248341716,0.34,0.164,1,4,Rpl14
0.005373978348679372,0.1279211144146261,0.566,0.427,1,4,Dennd1b
0.005396108818210437,0.15383219401763118,0.396,0.314,1,4,Strn
0.005404268074387528,0.11047358837169616,0.415,0.314,1,4,Zfp106
0.005415473342000507,0.194950685843294,0.245,0.136,1,4,Gm15787
0.005431252446751218,0.13470914523207408,0.245,0.043,1,4,Pear1
0.005435282676580556,0.2634553439250761,0.434,0.29,1,4,Gm50232
0.005439689621526303,0.20489997862541165,0.472,0.317,1,4,Lamc1
0.005444349491576377,0.09024544817407365,0.057,0.005,1,4,Rgs18
0.005445589320339729,0.11231708227208453,0.491,0.29,1,4,Rcor1
0.005457052349046303,0.1366573101418256,0.358,0.177,1,4,C1galt1
0.00545885353491517,0.09014275737602055,0.113,0.011,1,4,Tirap
0.005467961697822388,0.15217869006871848,0.472,0.32,1,4,Ppfibp1
0.005476348213956831,0.123739447402946,0.208,0.066,1,4,Tm2d2
0.005506278540829352,0.11120547577750228,0.698,0.576,1,4,Cnot4
0.005511995259467579,0.16153131486996886,0.623,0.489,1,4,Rab10
0.00551257664897771,0.13363005613652723,0.642,0.566,1,4,Ulk2
0.00552795308078034,0.08557765836207024,0.094,0.008,1,4,Gm17501
0.005531627961008584,0.14880045528920083,0.528,0.386,1,4,Dazap1
0.005535180122480998,0.16539769416858247,0.358,0.224,1,4,Cic
0.005547803669190514,0.06718389237823516,0.17,0.065,1,4,Myadm
0.00554786904166767,0.12950651609705907,0.302,0.109,1,4,mt-Cytb
0.005564736412352423,0.08639077732380039,0.208,0.112,1,4,Sart1
0.00562436571789324,0.12672629713806288,0.321,0.174,1,4,Wbp11
0.005628316068813146,0.2618505516721197,0.189,0.063,1,4,Ctsd
0.0056572580311497435,0.14134550723203243,0.604,0.465,1,4,Arid5b
0.005668615103328994,0.24817183295762987,0.358,0.262,1,4,Cox4i1
0.00569231813647883,0.11067010053065786,0.302,0.131,1,4,Vps37b
0.005793753143397253,0.060463408501596476,0.057,0.006,1,4,H2-T23
0.005800774650547543,0.11981370429711653,0.132,0.038,1,4,Ddx39
0.005801104397899649,0.14629306361677147,0.321,0.103,1,4,Daam2
0.005805467548788855,0.06749458748862618,0.094,0.008,1,4,Uba7
0.005830917506134267,0.0934028461510961,0.151,0.014,1,4,Stra6
0.0058370474254570235,0.1934723906053289,0.283,0.091,1,4,Jam2
0.005846916252536675,0.12929847475953488,0.283,0.128,1,4,Selenom
0.005848567406633209,0.08309815898813488,0.396,0.268,1,4,Cpne8
0.005852270051757189,0.07486342994516512,0.094,0.019,1,4,Ifrd2
0.005857981321688453,0.129219414731768,0.132,0.073,1,4,Spcs3
0.005871842102694217,0.06179204512590508,0.094,0.003,1,4,A630014C17Rik
0.0058976195951877895,0.0974947396291852,0.113,0.014,1,4,Ajuba
0.005934031874222757,0.10854132424561337,0.283,0.112,1,4,Rpl29
0.005936786070344341,0.18738473082350493,0.302,0.175,1,4,Trim26
0.005944859504528394,0.17411931975609415,0.34,0.202,1,4,Irf3
0.005969441371567549,0.157580015860888,0.302,0.137,1,4,Cdc37
0.006009831231568937,0.1059850232100765,0.415,0.169,1,4,Rps20
0.00601970960994243,0.10995487169688149,0.057,0.003,1,4,Wfdc1
0.006023431846282208,0.17690973464866944,0.547,0.468,1,4,Vwa8
0.006049220264433191,0.06364906469244137,0.057,0.002,1,4,Hic1
0.006061071589226499,0.17806780464121985,0.736,0.759,1,4,Dennd1a
0.006074329990000287,0.15685161456542676,0.377,0.211,1,4,Tor1aip2
0.00609528370830539,0.10444486171917024,0.264,0.087,1,4,Uqcrb
0.006101525316014058,0.13020139340088133,0.642,0.573,1,4,Klf7
0.00611149554382051,0.14576920379061156,0.358,0.229,1,4,Dcaf10
0.006171376275266687,0.18338922941734595,0.34,0.196,1,4,Tbc1d14
0.0061735801959463855,0.17870110411100604,0.604,0.579,1,4,Fam49b
0.00623122637521264,0.14198326617295945,0.132,0.036,1,4,Parp9
0.006232736038684372,0.06361032773073494,0.075,0.006,1,4,Ccdc9b
0.006318756489945333,0.1301599085754784,0.17,0.074,1,4,Zfp143
0.006328815894826112,0.11592307991494138,0.547,0.371,1,4,Slc10a7
0.00635317876225362,0.08455131767671367,0.226,0.036,1,4,Mfge8
0.006354141006208245,0.1528831951064072,0.528,0.394,1,4,Rbm33
0.006387146019758322,0.0957176501431834,0.415,0.293,1,4,Mpp7
0.006401849605745601,0.1280592098033739,0.226,0.123,1,4,Polr3c
0.006410428724243774,0.12761232934334965,0.453,0.39,1,4,Ttll5
0.006449706589883536,0.1479489864171477,0.66,0.533,1,4,Zfp608
0.006461297870724137,0.14870645121858647,0.302,0.14,1,4,Serinc5
0.006523085142215159,0.13476032668139037,0.774,0.67,1,4,Vps13b
0.0065646823860324105,0.1034308326829092,0.245,0.087,1,4,Tesk2
0.006606785524168449,0.07066023908612376,0.245,0.073,1,4,Npc2
0.00661497418717673,0.12457109718013835,0.302,0.131,1,4,Ilk
0.006679896949973347,0.09968459430141999,0.321,0.159,1,4,Lsg1
0.006689235416636201,0.1515614401705177,0.302,0.197,1,4,Mgat4b
0.006730043959543954,0.12539083938874537,0.415,0.268,1,4,Rad23b
0.006731665210577882,0.1514648009637965,0.189,0.033,1,4,Parp12
