"gene","vglut2_clusters","galr1"
"Acsl3",0.3130081300813008,0.3333333333333333
"Utp14b",0.07317073170731707,0.1111111111111111
"Gm29536",0.10365853658536585,0.2222222222222222
"Kcne4",0.006097560975609756,0
"Scg2",0.18495934959349594,0.5555555555555556
"Ap1s3",0.10569105691056911,0.1111111111111111
"Wdfy1",0.28252032520325204,0.3333333333333333
"Mrpl44",0.032520325203252036,0
"Serpine2",0.3394308943089431,0.6666666666666666
"9830004L10Rik",0.0040650406504065045,0
"Fam124b",0.0040650406504065045,0
"Cul3",0.36585365853658536,0.7777777777777778
"Dock10",0.4491869918699187,0.7777777777777778
"Nyap2",0.491869918699187,0.5555555555555556
"Irs1",0.21544715447154472,0.2222222222222222
"Gm9747",0.0040650406504065045,0.1111111111111111
"Rhbdd1",0.06300813008130081,0
"Gm28940",0.018292682926829267,0
"Col4a4",0.04878048780487805,0.1111111111111111
"Col4a3",0.03861788617886179,0
"C430014B12Rik",0.018292682926829267,0
"Mff",0.2601626016260163,0.5555555555555556
"Gm28941",0.0040650406504065045,0
"Tm4sf20",0.01016260162601626,0
"Agfg1",0.4715447154471545,0.7777777777777778
"A030005L19Rik",0.008130081300813009,0.1111111111111111
"Slc19a3",0.0040650406504065045,0
"Daw1",0.0020325203252032522,0
"Sphkap",0.47560975609756095,0.7777777777777778
"4933436I20Rik",0.026422764227642278,0.2222222222222222
"Pid1",0.6382113821138211,0.8888888888888888
"Dner",0.7378048780487805,0.8888888888888888
"Trip12",0.6483739837398373,0.8888888888888888
"Fbxo36",0.13211382113821138,0.1111111111111111
"Slc16a14",0.11382113821138211,0.2222222222222222
"C130026I21Rik",0.0040650406504065045,0.1111111111111111
"Sp110",0.0020325203252032522,0
"Sp140",0.016260162601626018,0
"Gm10552",0.0040650406504065045,0
"Sp100",0.0040650406504065045,0
"A630001G21Rik",0.0040650406504065045,0
"Cab39",0.3617886178861789,0.7777777777777778
"Itm2c",0.12804878048780488,0.3333333333333333
"4933407L21Rik",0.01016260162601626,0
"Gm28884",0,0
"Gpr55",0.006097560975609756,0
"Gm28100",0.0040650406504065045,0
"Spata3",0.0020325203252032522,0
"2810459M11Rik",0.05894308943089431,0
"Psmd1",0.45934959349593496,0.7777777777777778
"Htr2b",0.16463414634146342,0.3333333333333333
"Armc9",0.5203252032520326,0.4444444444444444
"Gm16341",0.02032520325203252,0
"B3gnt7",0.008130081300813009,0
"Ncl",0.3902439024390244,0.4444444444444444
"C130036L24Rik",0.024390243902439025,0
"Nmur1",0.0040650406504065045,0
"Ptma",0.3089430894308943,0.6666666666666666
"Pde6d",0.21341463414634146,0.4444444444444444
"Cops7b",0.12601626016260162,0.2222222222222222
"Nppc",0.022357723577235773,0
"Dis3l2",0.4268292682926829,0.2222222222222222
"Gm29055",0.006097560975609756,0
